;Unnamed: 0;text;cluster;score
737;737;transaksi tabung masuk lambat kadang jadi gak dulu buku baik atm aktifasi;3.0;5.0
738;738;tim swasta sih saing rating punya pake orang nih kelas itnya ilang harus gimana biar bank aplikasi;3.0;1.0
739;739;sangat bantu;1.0;5.0
740;740;transfer gabisa buat;3.0;1.0
741;741;tulis tidak sekarang sampe masalah login koneksi jaring download aja;3.0;1.0
742;742;untuk transfer transaksi tinggal tapi tambah sumsel sering seluruh saat rek pln pake padahal otp nasabah mudah mau malah lengkap laku kode jauh guna gaji fitur error daftar bug buat bayar baru banyak bank baik aplikasi;3.0;1.0
743;743;ulang terlalu sering malah aktivasi;3.0;4.0
744;744;yang update ulang udah tidak sumsel sinyal sekian salah paling pakai padahal msh mobile minta menu mau mana male login kelas kali jelek jadi guna canggih buat bsb banking bank aplikasi apa aktivasi;0.0;1.0
745;745;yang waktu user usah urus ulang tidak tiap tambah skrg sama rb pake padahal pa otp nali minta minggu materai masa malah makan kode kemarin kartu kali hp gua gila gak dengan buruk bulan bsb blokir berapa barusan bank banget aplikasi aktivasi akhir aja;3.0;1.0
746;746;waktu udah transfer tpi sampe saldo pulsa ngisi masuk lalu kali gak debet coba beberapa barusan banking;3.0;1.0
747;747;susah mau login aja;3.0;1.0
748;748;good;1.0;5.0
749;749;transfer muncul;3.0;2.0
750;750;nih maju kok itnya gin gimna;3.0;1.0
751;751;sangat padahal org ngantri layan lama lah kurang kasi karna jadi dulu dengan cuma csnya bank;3.0;1.0
752;752;ulang terus tanggung siap segala salah perlu pakai minta mau materai kok kantor kalo gak bank aplikasi aktivasi aja;0.0;1.0
753;753;sumsel satu nomor bank bagus;3.0;5.0
754;754;pegawai pakai mulu login layan lah jangan aplikasi;0.0;1.0
755;755;udah sendiri selalu sedia masak malah logout lalu hari beres baru bank aplikasi aktipasi;3.0;1.0
756;756;wifi usah pindah padahal oke mobile mending masalah koneksi kalo jaring internet buat bca banking bagus aplikasi;3.0;1.0
757;757;usah gak aplikasi;0.0;1.0
758;758;selalu masalah dikit bank aktivasi;3.0;1.0
759;759;selalu saldo pulsa pernah masuk kurang kalau hapus guna gak beli aplikasi apa aja;0.0;1.0
760;760;tpi tiba tahu sudah sendiri lgi kode keluar bilang apa akun aktivasi aktifitas;3.0;1.0
761;761;utama user ulang sih sering puas perangkat nasabah nali minta masalah kecewa kata kalau jauh dong dekat blokir bank bagaimana aplikasi aktifasi;3.0;2.0
762;762;ulang segera sedia payah mobile malah login kembang bsb baik aktivasi;3.0;1.0
763;763;tpi saldo pulsa potong malah kok gagal beli aplikasi;0.0;1.0
764;764;tetap sesuai sering sayang sandi saldo salah pulsa pin padahal otp mpin masuk masalah malah kurang kode kendala jaring jadi blokir benah beli barusan aplikasi;3.0;1.0
765;765;mobile masalah jaring bsb blokir bagus apa;3.0;1.0
766;766;tim perlu muas login layan gak blokir beri aktivasi akhir;3.0;1.0
767;767;ulang terus ribet mudah minta mbanking malah bukan aplikasi aktivasi ada;3.0;1.0
768;768;siap lah jangan aplikasi;0.0;1.0
769;769;ulang udah sudah sm mohon masuk malah eh deh capek cabang bru blokir bank baik;3.0;2.0
770;770;yang ulang temu susah saing repot pulsa mau masuk krn kalau internet gaji data bukan biar banget baik aktivasi;3.0;1.0
771;771;yang manfaat ber bagus aplikasi;0.0;5.0
772;772;udah sumsel solusi selalu padahal lancar hari gagal dong belum beberapa babel aplikasi aktivasi aja;3.0;3.0
773;773;login;3.0;1.0
774;774;bagus;1.0;5.0
775;775;user tidak selalu pulsa parah nomor ngabisin nali minta mbanking mau kali itnya hubung hp center call blokir bilang aplikasi aktivasi akhir ak;3.0;1.0
776;776;terus hapus guna eror;3.0;1.0
777;777;uang tetap tampil sumsel saldo rb qris pesan pakai kurang hampir eror bayar aja;3.0;1.0
778;778;ulang transaksi padahal otp nunggu muncul lama kode kan jga jadi hambat gak baik bahkan;3.0;2.0
779;779;transaksi sumsel mudah lebih bsb babel alhamdulillah;1.0;5.0
780;780;tpi top tidak sinyal lancar gopay;3.0;1.0
781;781;semua saldo hilang dikit;3.0;1.0
782;782;susah sering sekali sangat pa nya menu login lambat bug baik aplikasi ak;3.0;2.0
783;783;ujung suruh sedia parah nya nih masalah malah login kok kena blokir bener bank aktivasi;3.0;1.0
784;784;baik;2.0;5.0
785;785;via tinggal susah sistem sangat online melulu kartu kantor jauh ini harus ganti buka blokir bank baik aplikasi aktivasi;0.0;1.0
786;786;eror;3.0;1.0
787;787;ulang ujung suruh pihak mau masuk malah jadi developer bolak blokir bank balik baik aplikasi aktivasi;3.0;1.0
788;788;udah tidak semua padahal masuk;3.0;1.0
789;789;walaupun uang sekali sedikit pikir mending kembali kalian jadi hilang ganti bank;3.0;1.0
790;790;ulang tiap temu sm sekali padahal masuk kode data capek buka bug banyak aplikasi aktivasi aj;3.0;1.0
791;791;yang udah susah stabil soal sini sih sangat punya mudah mobile menu login lah kelas bug banking bank aplikasi ak aja;0.0;1.0
792;792;yang ulang tidak sudah ribet paling lah diaktivasi cek banking bank aktivasi ada;3.0;1.0
793;793;transaksi terimakasih laku cukup bantu;1.0;5.0
794;794;tiba mau jadi ini ganti blokir bank ala;3.0;1.0
795;795;waktu tidak susah login ini biar baik aplikasi;0.0;1.0
796;796;transaksi teblokir salah otpnya nomor mau lot langsung lama kirim kalau aplikasi;3.0;1.0
797;797;tidak selalu otp masuk ganggu aplikasi;0.0;1.0
798;798;sangat muas;1.0;5.0
799;799;ulang terus suruh sudah registrasi dikit blokir bank;3.0;1.0
800;800;udah tiap tetap terang suka sendiri selalu sedia nomor mau kirim jelas gak gabisa bener aplikasi aktivasi aja;3.0;1.0
801;801;yang transfer tanggung sekarang sekali sama saldo potong pertama mending jelas jawab jadi gin gimana gak error bankingnya atmnya app;3.0;1.0
802;802;ulang terus susah minta masukin login akun aktivitas aj;3.0;1.0
803;803;ulang si parah mau malah aktivasi;3.0;1.0
804;804;selalu mau login dulu baru;3.0;2.0
805;805;yang ujung transaksi suruh sudah sedang salah pulsa pin perlu padahal nya mau layan kata kalo jam gak gagal email dekat datang center cabang blokir bener banyak ala abis;3.0;1.0
806;806;skrg sering kenapa baru aplikasi;0.0;1.0
807;807;susah masuk lelet gak banget baik aplikasi;0.0;1.0
808;808;ulang terus terlalu terang suka silah sering sendiri sama registrasi padahal nomor minta mau malah login jadi hp daftar blokir apa aktivasi;3.0;1.0
809;809;ulang tulis muncul mbanking masak kemudian kantor jadi gimana daftar buka blokir beberapa baru bank akun aktivasi;3.0;1.0
810;810;minta ku jaring gara blokir baik akun;3.0;1.0
811;811;temu sangat sama padahal ny manfaat kok id daftar awal aplikasi;0.0;1.0
812;812;udah tinggal suruh sama rek nomor mobile masuk masa malah lain jauh gak bank baik aplikasi aneh;0.0;1.0
813;813;tim terimakasih segera saran sama pihak pake nyaman mohon guna dpt dn dari bank;3.0;3.0
814;814;layan bagus;1.0;4.0
815;815;terus selalu login gagal banyak baik aktivasi;3.0;2.0
816;816;uang transfer tolak tarik sering seluruh sangat rugi rasa pindah pakai mending masuk lengkap langsung lama kena kembali kalo kalian jangan ganggu gaji gagal fitur center call bsb biaya bata bank bahkan atm aplikasi antar aja;0.0;1.0
817;817;tidak tiba suruh sesuai sedia rek nomor jelas gak gagal bukak aplikasi aktivasi;3.0;1.0
818;818;temu nasabah mau login ini banget aplikasi aneh;0.0;1.0
820;820;tingkat terlalu saing perban online offline maupun layan lain jauh jangan baik;3.0;2.0
821;821;tidak sim sering lah kacau card blokir aplikasi;3.0;1.0
822;822;bagus;1.0;4.0
823;823;yang ujung transaksi sulit ribet prose nasabah mau kendala kapan kantor era digital cabang benah banyak akun aktivasi;3.0;1.0
824;824;tolong terus sih salah nomor malah kudu kenapa kata ganti gak baik aktivasi;3.0;1.0
825;825;transaksi tiba terlalu sering koneksi eror data aktifasi;3.0;1.0
827;827;ulang tiba suka sih minta blokir aktivasi;3.0;1.0
828;828;transaksi praktis cepat;1.0;5.0
829;829;transaksi sangat mudah;1.0;5.0
830;830;good;1.0;5.0
831;831;pernah mobile buruk bank app;3.0;1.0
832;832;suka;3.0;5.0
833;833;transaksi token sangat listrik kalau beli baik alam;1.0;5.0
834;834;update tiap slalu bulan;3.0;3.0
835;835;app;3.0;1.0
836;836;uang tidak saldo narik keluar error duit bank;3.0;1.0
837;837;sering salah paling padahal mbanking blokir;3.0;1.0
838;838;transfer sm ribet mohon mau kena cek bolak biaya balik baik;3.0;3.0
839;839;oke keren;3.0;4.0
840;840;selalu minta login kalau;3.0;1.0
841;841;tingkat perlu;3.0;4.0
842;842;yang transaksi tetap tanggung sesuai sampah saldo qris pihak nominal mohon mandiri kurang jt jawab jangan hapus guna gagal enak bri bca bayar bank;3.0;1.0
843;843;good;1.0;5.0
844;844;transfer transaksi mudah;1.0;5.0
845;845;waktu transaksi tinggal tim super perban masuk malam lot lihat keluar kalau jauh itnya gak bank baik app aplikasi;3.0;2.0
846;846;transfer saldo masuk kurang gila gak dasar;3.0;1.0
847;847;terimakasih;3.0;5.0
848;848;tiap suruh masak kali bukak blokir baik aplikasi aktivasi;3.0;1.0
849;849;ulang tingkat tidak terus minta mau masa malah login dulu bolak blokir bank banget balik aktivasi aja;3.0;1.0
850;850;tambah saran mudah log kan fitur ak;3.0;5.0
851;851;oke banget;3.0;5.0
852;852;transaksi sering lelet jaring banking;3.0;3.0
853;853;update semua moga kendala keluh hari atas app;3.0;4.0
854;854;tingkat layan kualitas bsb;3.0;4.0
855;855;update terus sudah mnta minggu lagi kemarin;3.0;4.0
856;856;praktis aman;3.0;5.0
857;857;siap sering eror aplikasi;0.0;1.0
858;858;wifi sinyal pakai koneksi bilang aplikasi aneh;0.0;1.0
859;859;sangat jelek aplikasi;0.0;1.0
860;860;ulang suruh sangat pa malah jd habis guna ganggu gak error diupdate diaktivasi buka aplikasi aktivasi;0.0;1.0
861;861;yang ulang payah blokir aktifasi;3.0;1.0
862;862;yang urus ulang tranfer terus sumsel sudah sama rb pilih parah paksa padahal msh mau log lewat lbh lalu lagi krn kena kalau hr gaji dn deh blokir biaya baru banyak bank aktivasi aja;3.0;1.0
863;863;ulang tlg tahu sumsel saldo rugi pulsa otomatis nasabah masuk kurang kok kode isi gak dong dengan cek beli bayar baru bank babel aplikasi admin;3.0;2.0
864;864;baik aplikasi;2.0;1.0
865;865;user terus mohon malah jelas dak blokir baik aplikasi anehh aktivasi;0.0;1.0
866;866;udah uang tranfer tiap terus tanggung sumpah solusi sama saldo rb pulsa paket padahal mohon masuk malah maaf lebih kurang kecewa kayak kata kali kalau jawab hilang gin gimana gak error enak cek bulan bsb beri beli banget aplikasi aku;3.0;1.0
867;867;orang jg ganti gak;3.0;1.0
868;868;tinggal mobile langsung lalu laku jauh daftar bankingnya bank android;3.0;3.0
869;869;suruh sedia mau aktivasi;3.0;1.0
870;870;transaksi selalu otp lambat keluar hari baru;3.0;2.0
871;871;susah server mau login bener;3.0;1.0
872;872;tidak sedia pdhl blokir aktivasi;3.0;1.0
873;873;ujung transaksi terus sering sedia pakai mau malah makan baik aktivasi;3.0;2.0
874;874;tidak temu nasabah mau malah log dasar aplikasi apa;0.0;1.0
875;875;terang sering pdhal mau lancar jaya guna eror buka baik aplikasi;0.0;2.0
876;876;coba buat bener aplikasi;0.0;1.0
877;877;ulang selalu registrasi minta mbanking malah bulan buka blokir bank;3.0;1.0
878;878;walaupun sinyal selalu sekali masuk ganggu bagus;3.0;1.0
879;879;transaksi selalu rekening pulsa muncul mau izin isi hari gimana;3.0;2.0
880;880;transfer tingkat tiap soal mau layan kalau bankingnya bank aman aja;3.0;1.0
881;881;waktu ulang pa malah login aplikasi aktivasi;3.0;1.0
882;882;user terus gagal blokir aktivasi;3.0;1.0
883;883;tak guna aplikasi;0.0;1.0
884;884;ulang temu selalu sekali padahal muncul minta masuk gagal data butuh bulan bsb aplikasi aktivasi ak;3.0;1.0
885;885;sampah rugi nasabah bnyak baik aplikasi;0.0;1.0
886;886;tinggal pihak pakai lh kait jauh fiturnya fitur belah bank baik aplikasi;0.0;1.0
887;887;terus tau sangat sama mulai moga masalah malah lebih keluh depan buat bobrok banyak bagus aplikasi aneh aktivasi;0.0;1.0
888;888;aktivasi;3.0;1.0
889;889;terus telpon punya pin padahal pa masalah kata gx blokir benar;3.0;2.0
890;890;transaksi sangat perlu bank aman;1.0;5.0
891;891;sangat bantu atm;1.0;5.0
892;892;ulang terus selalu aktifasi;3.0;1.0
893;893;ulang tidak tiba suruh sudah sedia mau masuk malah gilir bank aplikasi apa aktivasi;0.0;1.0
894;894;sumsel selalu sama padahal minta masa kalah bukan bank babel aplikasi anehh aktivasi;3.0;1.0
896;896;sangat bantu;1.0;5.0
897;897;udah tidak temu semua selalu padahal nasabah mau login depan bener baik;3.0;1.0
898;898;ulang suruh padahal pa malah jelek gak data dasar blokir bener aplikasi aktivasi;0.0;1.0
899;899;ulang selalu sama mohon laku kemaren jadi bos baru baik aktivasi;3.0;2.0
900;900;tidak aplikasi;0.0;1.0
901;901;mau buruk blokir baru aktivitas aja;3.0;1.0
902;902;untuk udah transaksi tingkat ribet perlu kualitas kena kali jauh jadi hambat dengan blokir bank aplikasi;0.0;1.0
903;903;sangat buruk;1.0;1.0
904;904;sangat bantu;1.0;5.0
905;905;sampah aplikasi;0.0;1.0
906;906;ulang sekarang padahal minta lalu bulan benar baru aplikasi aktivasi;3.0;1.0
907;907;baik;2.0;4.0
908;908;yang wa urus uang transaksi tiap tapi susah selalu rb pulsa potong online nya nasabah mudah masuk mana link langsung gak dengan coba biar beli app;3.0;1.0
909;909;ulang tolong sering sangat pihak ngantri minta mau male malah kembang kecewa kalo gilir buruk bolak blokir bank balik baik aktivasi;3.0;1.0
910;910;uang transaksi semua kait ak;3.0;1.0
911;911;yang udah sama salah parah lihat jelas gak dengan bug blokir bank banget aplikasi aneh akun;3.0;1.0
912;912;ulang tingkat mau mana login bagai aktivasi;3.0;1.0
913;913;ulang udah suruh pernah padahal pa mau malah login lagi keluar buat blokir bintang aplikasi aktivasi;3.0;1.0
914;914;ulang terus sistem mohon mau login kali blokir baik aktivitas aja;3.0;1.0
915;915;yang ulang tetap sering login kendala jadi gagal aktivasi;3.0;2.0
916;916;ulang udah tiba rekening pa nomor minta mau kartu jadi isi gimana buka blokir aktivasi;3.0;1.0
917;917;ulang sudah sering selalu periksa pakai pa ngurus mohon login kendala kali jadi ini hampir gak diaktivasi bulan bsb blokir banget aplikasi aktivasi;0.0;1.0
918;918;uang transfer tingkat tapi smga prose ny lbh lagi bagus;3.0;5.0
919;919;tingkat percaya orang makin lot kok gin gak buat aplikasi aja;0.0;2.0
920;920;tambah sering selalu rumah padahal minta mau male lumayan log jauh jadi error bolak bank balik baik aplikasi aktivasi;3.0;2.0
921;921;update selalu minta;3.0;5.0
922;922;mantab;3.0;5.0
923;923;aplikasi;0.0;1.0
924;924;terus pa malah jelas aktivasi;3.0;1.0
925;925;transfer sih rekening nomor mulu mau daftar baik;3.0;2.0
926;926;sistem selalu error baik aktivasi;2.0;1.0
927;927;jelek dong banget baik;2.0;1.0
928;928;ulang transfer tidak susah suruh sih pa nya mau malah login kalo jelas jadi gmn gitu gimana dong app aktivasi;3.0;1.0
929;929;sistem sekali sama saldo rugi rekening pulsa nasabah mohon mbanking masuk lalu kurang kali jangan error beli baik;3.0;1.0
930;930;yang via udah telpon simcard pihak perangkat mesti mbanking masa lepas kata kartu jadi hp harus ganti gak developer daftar contoh blokir akun aja;3.0;2.0
931;931;yang transfer tingkat tanya tahu sim sangat registrasi paksa paket pakai orang minta krn kirim kata kartu kali jadi hari habis gitu ganti gak data blokir bbrp bank aplikasi aku;3.0;2.0
932;932;tetap tambah sekarang salah password padahal otp mpin maupun lain kantor kali cabang blokir baik bagus aplikasi;3.0;1.0
933;933;tau sm sering sendiri salah registrasi padahal otp mau kode henti error aplikasi;3.0;1.0
934;934;tengah tanggal susah mau lot login lelet gaji bulan awal aplikasi apa;3.0;5.0
935;935;sering sangat layan jauh harap beri baca;1.0;1.0
936;936;ulas ulang transfer tolong tidak terus sering rek minta masa malah kena kalian kalau iya guna gaji diaktivasi bukan buka buat blokir bikin bank bakal baca aplikasi aktivasi;3.0;1.0
937;937;tpi tiap pegawai pakek mau langsung kena kalian kalau jangan gaji buka bikin atm aplikasi aja;0.0;1.0
939;939;ulang temu sedia salah pernah payah kode data blokir aktivasi;3.0;1.0
940;940;waktu ulang ujung transfer terus terang suruh skrg sekali sangat penting nya minta lewat lanjut lama kantor kalau gaji dlm buang bsb blokir banking bank aplikasi aktivasi aktifitas;3.0;1.0
941;941;udah tidak sim nasabah mbanking kartu gin dulu cuman blokir bank aplikasi;3.0;1.0
942;942;tabung selalu saldo pulsa parah padahal ngisi masuk masa lebih kurang hari dah baik;3.0;2.0
943;943;ulang tidak tetep temu nomer kartu guna data coba atm ala aktivasi;3.0;1.0
944;944;update uang tindak tanggap sekali saldo rb pulsa potong pasu pagi otp notif mohon mobile masuk keluh kali jadi guna error cek bukan bsb beli beberapa;3.0;1.0
945;945;susah mau login benah aplikasi aja;0.0;1.0
946;946;eror;3.0;2.0
947;947;susah login;3.0;5.0
948;948;user uang tiba terus paksa pakek nya nasabah minta mbanking mana male login keluh kalo kali ini gak dah buruk buka buat buang bsb blokir bank baca aplikasi aktivasi;3.0;1.0
949;949;sangat baik;2.0;5.0
950;950;ujung transaksi terus tambah selalu sdah ribet ny mudah malah lancar klu jdi dlu blokir aktifasi;3.0;2.0
951;951;tahun beberapa;3.0;1.0
952;952;ulas ulang udah tidak semua sekarang potong pernah padahal niat minta memang masalah malah kan kali ini gin bulan bikin biaya banyak bank baca aplikasi aku aktifasi aja;0.0;1.0
953;953;tolak terus ini aplikasi aktivasi;0.0;1.0
954;954;uang tunggu tunai tpi suruh sulit selalu rekening masuk layan kerja jelek hari gak bukan blokir bank apa aktivasi;3.0;1.0
955;955;tetap tapi saldo pulsa mohon masuk mana lewat kurang kecewa hari coba beli baik bagai;3.0;1.0
956;956;ulang minta malah eh blokir aktivasi;3.0;1.0
957;957;sudah salah pdahal login kode kirim jg hp blokir aktivasi;3.0;1.0
958;958;pindah mulu materai make lama ini blokir bank banget aplikasi;3.0;1.0
959;959;mbanking goblok aplikasi;0.0;1.0
960;960;tolong tingkat suka sering segera mbanking mau masalah malah jaring hari error cepat baik atm;3.0;1.0
961;961;sudah sekarang ribet mohon hapus bikin baru bantu apknya aku;3.0;1.0
962;962;makasih layan atas;3.0;5.0
963;963;suruh mbanking masa kayak jelek gak aplikasi aktivasi;0.0;1.0
964;964;sering error;3.0;2.0
965;965;lancar dannyaman aman;3.0;5.0
966;966;tim tidak temu tapi sudah mudah minta masalah laku lah kok kali jaring itnya install data dah bukan bikin benah banking bank banget aplikasi aneh aktivasi;3.0;1.0
967;967;udah tampil sudah soal sendiri selalu repot mandiri liat lewat kalau hp dlu cuma buka bsb blokir bintang aplikasi akun aktivasi aktif;0.0;2.0
968;968;yang tuh simpel ribet mudah mbanking jelek jelas guna gak contoh coba buat bni aplikasi;0.0;1.0
969;969;telpon sumsel sendiri selalu punya pegawai padahal orang mungkin mbanking laku kurang kalo kalian hati centernya call buka banyak aman;3.0;1.0
970;970;suruh sedia mau malah log eh biar bagus apknya aktifasi;3.0;2.0
971;971;untk ulang transaksi tapi sedia sangat repot perlu mohon mobile krna kesal jdi jd guna eror dn dekat bsb bantu bank baik aktivasi;3.0;1.0
972;972;untuk tidak sumsel perlu online offline nasabah mbanking jdi buka bank;3.0;3.0
973;973;sering rugi rekening rasa pulsa masuk kurang kali jadi isi error bagaimana;3.0;1.0
974;974;ulang ubah tingkat sistem rating periksa paksa mohon mau masuk malah makin maju login kembang jadi gmna bukan blokir baik baca aplikasi aktivasi;3.0;2.0
975;975;terus saldo pulsa nama mobile kurang kecewa isi gagal bsb;3.0;1.0
976;976;sangat login id guna gak buruk;3.0;1.0
977;977;jelek ini aplikasi;0.0;1.0
978;978;ganggu;3.0;2.0
979;979;udah top tidak saldo potong padahal masuk gopay;3.0;3.0
980;980;transaksi selalu sekian saldo makin lama kembali kali gagal debit buruk;3.0;1.0
981;981;waktu sama paling nya kasih buang bintang benah banyak ala aktivasi;3.0;1.0
982;982;sering ribet minta malah diaktivasi bikin bank aplikasi aktivasi;3.0;1.0
983;983;yang waktu transfer transaksi terus tabung susah sangat rasa pakai pagi nunggu ngantri mbanking mau masuk masa malam makan laku kalau jadi hari guna cek buku bank bagaimana aneh aman ala;3.0;1.0
984;984;token pln beli;3.0;2.0
985;985;yang registrasi punya online mungkin kayak donk coba buat belah bank aktivasi;3.0;1.0
986;986;aktivasi;3.0;1.0
987;987;sandi salah nama min lupa kalo jadi gimana gara cara blokir akun;3.0;3.0
988;988;perlu maaf kasih bintang banyak baik aplikasi;0.0;2.0
989;989;versi upgrade ubah tak sering saldo pulsa mohon masuk lebih kurang isi error contoh baik;2.0;3.0
990;990;ulang udah tidak padahal masalah bulan aktivasi;3.0;2.0
991;991;transaksi sering salah parah otp mau mana langsung dipake blokir;3.0;1.0
992;992;transfer tidak tau salah pakai msh male kalo gaji download bukan buat bolak benar bank balik;3.0;1.0
993;993;terus sekali nian nak mesti aktivitas aktivasi;3.0;1.0
994;994;transaksi tidak tiba susah sedia pagi notif nasabah mau logout login lagi kirim kasih kalo kait jgn ini hari gak email donk dari buat bsb banget baik aplikasi apa aktivasi;3.0;1.0
995;995;payah bank;3.0;1.0
996;996;transaksi sulit saldo pulsa potong ngisi gagal;3.0;1.0
997;997;selalu satu sama ribet padahal mintak minggu kendala kayak bikin baru baik aktivasi aja;3.0;1.0
998;998;kok blokir aplikasi;0.0;1.0
999;999;mobile lanjut hampir bulan buat banking bank aktivasi;3.0;1.0
1000;1000;minta aktivasi;3.0;1.0
1001;1001;yang sedia nian minta memang dak aplikasi aktivasi;0.0;1.0
1002;1002;user ulang tulis tuju transaksi tpi suruh sudah sm sistem ribet perangkat padahal nmr nali mudah mbanking mau masuk malah kode kalau buat blokir baik aktivasi;3.0;1.0
1003;1003;mutu mantap langsung blokir aplikasi aktivasi;0.0;1.0
1004;1004;yang ulang tidak sudah ribet mintak malah lewat lbh langsung lagi hr dikit baru bantu bank banget baik aplikasi aktivasi aja;3.0;1.0
1005;1005;ulang selalu pa minta mau jadi gimana gagal buka baik aplikasi aktivasi aja;3.0;1.0
1006;1006;yang tau mesti malah hp ganti gak beda bank aplikasi aktivasi;3.0;1.0
1007;1007;yang waktu loading lama butuh buka bsb banyak aplikasi;0.0;1.0
1008;1008;tolong sedia punya mau malah kok bukan aktivasi;3.0;1.0
1009;1009;terus padahal hp bolak banget balik atm aktivasi aktif;3.0;1.0
1010;1010;terimakasih sumsel sistem rasa pihak nya nasabah mau layan kecewa gak buka banking bank baik;3.0;1.0
1011;1011;yang selalu sama pakai padahal nomer minta mau materai kalau bank aktivasi;3.0;1.0
1012;1012;ulang tiba tambah suruh sedia parah kata aktivasi;3.0;1.0
1013;1013;yang ulas ulang udah terus selalu sedia salah pikir nyata ny masalah malah liat kenapa ini guna gua dri buka bingung bank bagus aplikasi aktivasi;0.0;2.0
1014;1014;logout kacau bolak balik aplikasi;0.0;1.0
1015;1015;yang sangat rb pulsa paling mentok mau kecewa cuma biasa beli;3.0;1.0
1016;1016;mau masuk kok gak benar apa aja;3.0;1.0
1017;1017;yang update ubah tapi sering banyak banget;3.0;1.0
1018;1018;slalu sangat otp minta masuk malah langsung kode jadi gilir gara blokir aneh aktivasi aktipasi;3.0;1.0
1019;1019;baik aktivasinya;2.0;1.0
1020;1020;tolol tidak niat kalau hapus aplikasi aja;0.0;1.0
1021;1021;tidak terus mau malah login jelas gilir gagal dulu dasar cacat aplikasi aktivasi aja;3.0;1.0
1022;1022;app;3.0;5.0
1023;1023;uang terus otomatis mintak materai kali kalau habis gin blokir beli aplikasi aktivasi;3.0;1.0
1024;1024;ulang ujung suruh sudah sampah malah bank aplikasi apa aktivasi;3.0;1.0
1025;1025;parah;3.0;1.0
1026;1026;login gak;3.0;5.0
1027;1027;ulang parah nasabah melulu mbanking layan kata error aktivasi;3.0;1.0
1028;1028;ulang mulu kok gagal aneh aktivasi;3.0;1.0
1029;1029;ulang suruh mau malah login bagaimana aktivasi;3.0;3.0
1030;1030;sedia notif muncul minta mau login gilir aktivasi;3.0;1.0
1031;1031;yang terus rugi rating pakai mau materai layan jelek guna gimana error dong coba buat biaya besar benar bayar bank baik aplikasi;0.0;1.0
1032;1032;selalu sedikit panjang ngurus mana lah jangan gagal bank antri aktivasi;3.0;2.0
1033;1033;registrasi mobile masuk daftar banking atm app;3.0;1.0
1034;1034;ulang suruh punya minta mbanking malah lalu kalau datang center call bank aplikasi aktivasi;0.0;1.0
1035;1035;aplikasi;0.0;1.0
1036;1036;ulang aktivasi;3.0;1.0
1037;1037;ulang sampah mnta aplikasi aktivasi;0.0;1.0
1038;1038;tidak sm saing mulu mbanking ko hadeh gin eror belah aplikasi aktivasi;0.0;1.0
1039;1039;ulang udah terus sih sangat ribet pake minta materai masalah mana langsung lama lalu kalo hari gin dikit deh baru bank bagus apa ampun aktivasi;3.0;1.0
1040;1040;puas;3.0;5.0
1041;1041;terus sangat perhati minta lot lah coba aplikasi aktivasi;0.0;1.0
1042;1042;sekali lot jelek aplikasi;0.0;1.0
1043;1043;sering login erorr baik aplikasi aktivasi;0.0;3.0
1044;1044;update selalu;3.0;4.0
1045;1045;transaksi teblokir mulai minta kesel baru;3.0;2.0
1046;1046;urus tpi temu tdak tau tagih sering sedia sdah pihak pdahal mau mandiri mahal kredit keluh kata jga jawab gaji bsb bayar bawah bank aktivasi;3.0;1.0
1047;1047;susah otp layan dikit blokir apa aktivasi;3.0;1.0
1048;1048;update tidak jelek bsa;3.0;1.0
1049;1049;suruh mau login gak aplikasi aktivasi;3.0;1.0
1050;1050;sedia mintak mau malah login layan diaktivasi aktivasi;3.0;2.0
1051;1051;ulang tolong tiap terlalu susah masalah kudu kata kalo jauh jaring hilang guna ganti developer coba aplikasi apa aktivasi;3.0;2.0
1052;1052;yang terus ny mudah minta lelet kayak jelek bug belah banyak bank aktivasi;3.0;1.0
1053;1053;untung ulas ujung sulit punya pakai otpnya orang mudah mesti mau malah lebih langsung lagi kode kasih kalau gimana erorr eror dari bukan bintang benah banyak bank baik aplikasi aktivasi;3.0;1.0
1054;1054;yaa sekali buruk;3.0;1.0
1055;1055;uninstal ulang tiba sudah solusi sedia sama mohon minta min masa makin layan lama aktivasi;3.0;1.0
1056;1056;tidak susah suruh saran mulu mau login kalo jangan fungsi dah aktivasi aja;3.0;1.0
1057;1057;udah sering hari eh deh dana daerah bata baru bank aplikasi ampun akun;3.0;1.0
1058;1058;tinggal terus sekali sedia repot payah pasang pakai minta mau malah luar kartu jauh jadi gak buka aktipasi aktifasi;3.0;1.0
1059;1059;transaksi tambah susah sinyal sering salah padahal lot jelek jadi beda bank bagus aplikasi;0.0;2.0
1060;1060;tu transfer terlalu sumsel sama malah kena gratis era digital contoh biaya belah banyak bank aja admin;3.0;1.0
1061;1061;top;3.0;5.0
1062;1062;tingkat sering sedia mohon laku kendala kali jadi bantu atas alami aktivasi;3.0;1.0
1063;1063;ulang udah terang suruh soal ribet mau jadi gimna gilir diaktivasi banget aktivasi;3.0;1.0
1064;1064;ulang ribet prose pa malah akun aktivasi;3.0;1.0
1065;1065;mantap;1.0;5.0
1066;1066;lancar;3.0;5.0
1067;1067;paling gampang enak;3.0;5.0
1068;1068;transfer tambah kan;3.0;5.0
1069;1069;ulang selalu sangat perhati pakai nasabah manual keluh kecewa belah beda bank aplikasi apa aktivasi;3.0;1.0
1070;1070;produk gagal;3.0;1.0
1071;1071;nak malah lelet dlu cepat baru aplikasi aktivasi ajar;0.0;1.0
